image,subject_id,code_path,mask_path,code_bits_count,valid_bits_ratio,gabor_frequency,status
aeval1.bmp,1_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval1_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval1_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aeval2.bmp,1_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval2_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval2_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aeval3.bmp,1_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval3_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval3_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aeval4.bmp,1_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval4_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval4_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aeval5.bmp,1_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval5_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_left_aeval5_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aevar1.bmp,1_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar1_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar1_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aevar2.bmp,1_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar2_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar2_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aevar3.bmp,1_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar3_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar3_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aevar4.bmp,1_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar4_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar4_iris_mask.npy,2048,1.0,0.02454369260617026,ok
aevar5.bmp,1_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar5_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\1_right_aevar5_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fional1.bmp,10_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional1_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional1_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fional2.bmp,10_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional2_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional2_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fional3.bmp,10_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional3_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional3_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fional4.bmp,10_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional4_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional4_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fional5.bmp,10_left,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional5_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_left_fional5_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fionar1.bmp,10_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_right_fionar1_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_right_fionar1_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fionar2.bmp,10_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_right_fionar2_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_right_fionar2_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fionar3.bmp,10_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_right_fionar3_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_right_fionar3_iris_mask.npy,2048,1.0,0.02454369260617026,ok
fionar4.bmp,10_right,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_right_fionar4_iris_code.npy,C:\Studia\6 sem\biometria\projekt_2_koniec\rozpoznawanie-teczowki-biometria\results_mmu_small\kodowanie\10_right_fionar4_iris_mask.npy,2048,1.0,0.02454369260617026,ok
