probe_image,probe_subject,match_image,match_subject,hamming_distance,best_shift,is_correct
aeval1.bmp,1_left,aeval2.bmp,1_left,0.10302734375,0,True
aeval2.bmp,1_left,aeval1.bmp,1_left,0.10302734375,0,True
aeval3.bmp,1_left,aeval2.bmp,1_left,0.1455078125,0,True
aeval4.bmp,1_left,aeval5.bmp,1_left,0.1015625,0,True
aeval5.bmp,1_left,aeval4.bmp,1_left,0.1015625,0,True
aevar1.bmp,1_right,aevar2.bmp,1_right,0.15576171875,0,True
aevar2.bmp,1_right,aevar3.bmp,1_right,0.1533203125,0,True
aevar3.bmp,1_right,aevar2.bmp,1_right,0.1533203125,0,True
aevar4.bmp,1_right,aevar5.bmp,1_right,0.1083984375,0,True
aevar5.bmp,1_right,aevar4.bmp,1_right,0.1083984375,0,True
fional1.bmp,10_left,fional2.bmp,10_left,0.14208984375,1,True
fional2.bmp,10_left,fional1.bmp,10_left,0.14208984375,-1,True
fional3.bmp,10_left,fional4.bmp,10_left,0.1552734375,0,True
fional4.bmp,10_left,fional3.bmp,10_left,0.1552734375,0,True
fional5.bmp,10_left,fional1.bmp,10_left,0.15869140625,0,True
fionar1.bmp,10_right,fionar5.bmp,10_right,0.13330078125,0,True
fionar2.bmp,10_right,fionar3.bmp,10_right,0.0859375,0,True
fionar3.bmp,10_right,fionar2.bmp,10_right,0.0859375,0,True
fionar4.bmp,10_right,fionar2.bmp,10_right,0.09130859375,0,True
fionar5.bmp,10_right,fionar1.bmp,10_right,0.13330078125,-1,True
hockl1.bmp,11_left,hockl3.bmp,11_left,0.14013671875,1,True
hockl2.bmp,11_left,hockl4.bmp,11_left,0.142578125,-1,True
hockl3.bmp,11_left,hockl1.bmp,11_left,0.14013671875,-1,True
hockl4.bmp,11_left,hockl2.bmp,11_left,0.142578125,1,True
hockl5.bmp,11_left,eugenehol2.bmp,8_left,0.19580078125,-6,False
hockr1.bmp,11_right,hockr4.bmp,11_right,0.14892578125,0,True
hockr2.bmp,11_right,fatmar3.bmp,9_right,0.18212890625,2,False
hockr3.bmp,11_right,maranl5.bmp,19_left,0.19677734375,-1,False
hockr4.bmp,11_right,hockr5.bmp,11_right,0.1455078125,-1,True
hockr5.bmp,11_right,hockr4.bmp,11_right,0.1455078125,1,True
kelvinl1.bmp,12_left,kelvinl2.bmp,12_left,0.123046875,0,True
kelvinl2.bmp,12_left,kelvinl1.bmp,12_left,0.123046875,0,True
kelvinl3.bmp,12_left,kelvinl2.bmp,12_left,0.14990234375,0,True
kelvinl4.bmp,12_left,kelvinl1.bmp,12_left,0.12744140625,0,True
kelvinl5.bmp,12_left,kelvinl1.bmp,12_left,0.12646484375,2,True
kelvinr1.bmp,12_right,kelvinr5.bmp,12_right,0.11181640625,0,True
kelvinr2.bmp,12_right,kelvinr3.bmp,12_right,0.1142578125,0,True
kelvinr3.bmp,12_right,kelvinr2.bmp,12_right,0.1142578125,0,True
kelvinr4.bmp,12_right,kelvinr1.bmp,12_right,0.13525390625,0,True
kelvinr5.bmp,12_right,kelvinr1.bmp,12_right,0.11181640625,0,True
lec_1.bmp,13_left,lecl5.bmp,13_left,0.0986328125,0,True
lecl2.bmp,13_left,lecl4.bmp,13_left,0.10791015625,0,True
lecl3.bmp,13_left,lecl4.bmp,13_left,0.0712890625,0,True
lecl4.bmp,13_left,lecl3.bmp,13_left,0.0712890625,0,True
lecl5.bmp,13_left,lec_1.bmp,13_left,0.0986328125,-1,True
lecr1.bmp,13_right,lecr4.bmp,13_right,0.111328125,1,True
lecr2.bmp,13_right,lecr4.bmp,13_right,0.09619140625,0,True
lecr3.bmp,13_right,lecr1.bmp,13_right,0.11962890625,-1,True
lecr4.bmp,13_right,lecr2.bmp,13_right,0.09619140625,0,True
lecr5.bmp,13_right,lecr2.bmp,13_right,0.11962890625,-1,True
liujwl1.bmp,14_left,liujwl4.bmp,14_left,0.13818359375,-1,True
liujwl2.bmp,14_left,liujwl4.bmp,14_left,0.11474609375,0,True
liujwl3.bmp,14_left,liujwl4.bmp,14_left,0.17236328125,0,True
liujwl4.bmp,14_left,liujwl2.bmp,14_left,0.11474609375,0,True
liujwl5.bmp,14_left,lokel1.bmp,15_left,0.19482421875,-5,False
liujwr1.bmp,14_right,liujwr4.bmp,14_right,0.13525390625,1,True
liujwr2.bmp,14_right,liujwr5.bmp,14_right,0.1474609375,-1,True
liujwr3.bmp,14_right,liujwr5.bmp,14_right,0.1494140625,0,True
liujwr4.bmp,14_right,liujwr5.bmp,14_right,0.10595703125,0,True
liujwr5.bmp,14_right,liujwr4.bmp,14_right,0.10595703125,0,True
lokel1.bmp,15_left,chingycl2.bmp,3_left,0.14208984375,5,False
lokel2.bmp,15_left,lokel5.bmp,15_left,0.14599609375,0,True
lokel3.bmp,15_left,lokel4.bmp,15_left,0.1396484375,0,True
lokel4.bmp,15_left,lokel3.bmp,15_left,0.1396484375,0,True
lokel5.bmp,15_left,lokel2.bmp,15_left,0.14599609375,0,True
loker1.bmp,15_right,eugenehol4.bmp,8_left,0.1640625,-2,False
loker2.bmp,15_right,loker4.bmp,15_right,0.1376953125,1,True
loker3.bmp,15_right,loker2.bmp,15_right,0.16796875,2,True
loker4.bmp,15_right,loker2.bmp,15_right,0.1376953125,-1,True
loker5.bmp,15_right,loker4.bmp,15_right,0.1708984375,1,True
lowyfl1.bmp,16_left,lowyfl5.bmp,16_left,0.16162109375,0,True
lowyfl2.bmp,16_left,lowyfl5.bmp,16_left,0.15625,2,True
lowyfl3.bmp,16_left,lowyfl5.bmp,16_left,0.1142578125,0,True
lowyfl4.bmp,16_left,lowyfl3.bmp,16_left,0.17431640625,1,True
lowyfl5.bmp,16_left,lowyfl3.bmp,16_left,0.1142578125,0,True
lowyfr1.bmp,16_right,lowyfr3.bmp,16_right,0.1669921875,-1,True
lowyfr2.bmp,16_right,lowyfr4.bmp,16_right,0.150390625,-3,True
lowyfr3.bmp,16_right,lowyfr1.bmp,16_right,0.1669921875,1,True
lowyfr4.bmp,16_right,lowyfr2.bmp,16_right,0.150390625,3,True
lowyfr5.bmp,16_right,lowyfr4.bmp,16_right,0.166015625,1,True
lpjl1.bmp,17_left,lpjl3.bmp,17_left,0.12646484375,0,True
lpjl2.bmp,17_left,lpjl3.bmp,17_left,0.09130859375,1,True
lpjl3.bmp,17_left,lpjl2.bmp,17_left,0.09130859375,-1,True
lpjl4.bmp,17_left,loker3.bmp,15_right,0.21142578125,1,False
lpjl5.bmp,17_left,aevar4.bmp,1_right,0.18115234375,2,False
lpjr1.bmp,17_right,lpjr2.bmp,17_right,0.11279296875,0,True
lpjr2.bmp,17_right,lpjr1.bmp,17_right,0.11279296875,0,True
lpjr3.bmp,17_right,lpjr4.bmp,17_right,0.14013671875,0,True
lpjr4.bmp,17_right,lpjr3.bmp,17_right,0.14013671875,0,True
lpjr5.bmp,17_right,lpjr4.bmp,17_right,0.15478515625,0,True
mahskl1.bmp,18_left,mahskl5.bmp,18_left,0.17919921875,-2,True
mahskl2.bmp,18_left,mahskl5.bmp,18_left,0.1435546875,0,True
mahskl3.bmp,18_left,mahskl4.bmp,18_left,0.1142578125,0,True
mahskl4.bmp,18_left,mahskl3.bmp,18_left,0.1142578125,0,True
mahskl5.bmp,18_left,mahskl2.bmp,18_left,0.1435546875,0,True
mahskr1.bmp,18_right,mahskr3.bmp,18_right,0.13818359375,0,True
mahskr2.bmp,18_right,mahskr4.bmp,18_right,0.111328125,0,True
mahskr3.bmp,18_right,mahskr1.bmp,18_right,0.13818359375,0,True
mahskr4.bmp,18_right,mahskr2.bmp,18_right,0.111328125,0,True
mahskr5.bmp,18_right,mahskr4.bmp,18_right,0.1484375,0,True
maranl1.bmp,19_left,lokel1.bmp,15_left,0.19140625,-6,False
maranl2.bmp,19_left,maranl5.bmp,19_left,0.1181640625,1,True
maranl3.bmp,19_left,maranl4.bmp,19_left,0.107421875,0,True
maranl4.bmp,19_left,maranl5.bmp,19_left,0.08984375,0,True
maranl5.bmp,19_left,maranl4.bmp,19_left,0.08984375,0,True
maranr1.bmp,19_right,maranr2.bmp,19_right,0.14794921875,0,True
maranr2.bmp,19_right,maranr3.bmp,19_right,0.10498046875,0,True
maranr3.bmp,19_right,maranr2.bmp,19_right,0.10498046875,0,True
maranr4.bmp,19_right,fionar4.bmp,10_right,0.17529296875,-1,False
maranr5.bmp,19_right,maranr3.bmp,19_right,0.1240234375,0,True
bryanl1.bmp,2_left,bryanl2.bmp,2_left,0.14990234375,1,True
bryanl2.bmp,2_left,bryanl1.bmp,2_left,0.14990234375,-1,True
bryanl3.bmp,2_left,lpjl3.bmp,17_left,0.2109375,-3,False
bryanl4.bmp,2_left,eugenehor3.bmp,8_right,0.18798828125,2,False
